선명,역명,주소,위도,경도
7호선,부평구청,경기도 부천시 길주로 189,37.508336,126.720548
7호선,산곡,경기도 부천시 길주로 379,37.50864,126.703148
7호선,삼산체육관,경기도 부천시 길주로 713,37.506411,126.742153
7호선,상동,경기도 부천시 길주로 104,37.505781,126.753083
7호선,석남,경기도 부천시 길주로 120,37.506193,126.676203
7호선,신중동,경기도 부천시 길주로 314,37.503048,126.77596
7호선,춘의,경기도 부천시 길주로 406,37.503663,126.787036
8호선,암사,서울특별시 강동구 암사동 501 암사역(8호선),37.550127,127.127521
8호선,천호(풍납토성),서울특별시 강동구 천호동 455 천호역(8호선),37.53792,127.123179
8호선,강동구청,서울특별시 강동구 성내동 319 강동구청역(8호선),37.530348,127.120461
8호선,몽촌토성(평화의문),서울특별시 송파구 신천동 19 몽촌토성역(8호선),37.517692,127.11274
8호선,잠실,서울특별시 송파구 신천동 7-4 잠실역(8호선),37.514649,127.104267
8호선,석촌,서울특별시 송파구 석촌동 209 석촌역(8호선),37.505396,127.106995
8호선,송파,서울특별시 송파구 가락동 459-4 송파역(8호선),37.49978,127.11212
8호선,가락시장,서울특별시 송파구 가락동 184-23 가락시장역(8호선),37.493004,127.118279
8호선,문정,서울특별시 송파구 문정동 119-4 문정역(8호선),37.485931,127.122473
8호선,장지,서울특별시 송파구 장지동 201-5 장지역(8호선),37.478609,127.126229
8호선,복정,서울특별시 송파구 장지동 596-21 복정역(8호선),37.471016,127.126746
8호선,산성,경기도 성남시 수정구 신흥동 7 산성역(8호선),37.456886,127.149927
8호선,남한산성입구(성남법원·검찰청),경기도 성남시 수정구 단대동 96 남한산성입구역(8호선),37.451568,127.159845
8호선,단대오거리,경기도 성남시 수정구 신흥동 2467 단대오거리역(8호선),37.445057,127.156735
8호선,신흥,경기도 성남시 수정구 신흥동 2467 신흥역(8호선),37.440952,127.14759
8호선,수진,경기도 성남시 수정구 수진동 2205-1 수진역(8호선),37.437575,127.140936
8호선,모란,경기도 성남시 수정구 수진동 4518 모란역(8호선),37.433888,127.129921
8호선,남위례,경기도 성남시 수정구 복정동 57 남위례역(8호선),37.462839,127.139047
9호선,개화,서울특별시 강서구 개화동 493-2,37.578608,126.798153
9호선,김포공항,서울특별시 강서구 방화동 886,37.562434,126.801058
9호선,공항시장,서울특별시 강서구 공항동 산 20-2,37.563726,126.810678
9호선,신방화,서울특별시 강서구 방화동 217-156,37.567532,126.816601
9호선,마곡나루,서울특별시 강서구 마곡동 367-6,37.56674,126.827379
9호선,양천향교,서울특별시 강서구 가양동 159-3,37.568381,126.841333
9호선,가양,서울특별시 강서구 가양동 14-61,37.561391,126.854456
9호선,증미,서울특별시 강서구 등촌동 666-40,37.557402,126.861939
9호선,등촌,서울특별시 강서구 등촌동 666-94,37.550632,126.865689
9호선,염창,서울특별시 강서구 염창동 284-84,37.546936,126.874916
9호선,신목동,서울특별시 양천구 목동 136-2,37.544277,126.88308
9호선,선유도,서울특별시 영등포구 양평동5가 66-1,37.53802,126.893525
9호선,당산,서울특별시 영등포구 당산동6가 227-1,37.53438,126.902281
9호선,국회의사당,서울특별시 영등포구 여의도동 1-6,37.528105,126.917874
9호선,여의도,서울특별시 영등포구 여의도동 2-6,37.521624,126.924191
9호선,샛강,서울특별시 영등포구 여의도동 5-6,37.517274,126.928422
9호선,노량진,서울특별시 동작구 노량진동 60-11,37.514219,126.942454
9호선,노들,서울특별시 동작구 본동 344-10,37.51269,126.95327
9호선,흑석,서울특별시 동작구 흑석동 4,37.50877,126.963708
9호선,동작,서울특별시 동작구 동작동 326,37.503113,126.977618
9호선,구반포,서울특별시 서초구 반포동 817,37.501364,126.987332
9호선,신반포,서울특별시 서초구 반포동 128-1,37.503415,126.995925
9호선,고속터미널,서울특별시 서초구 반포동 19-11,37.50481,127.004943
9호선,사평,서울특별시 서초구 반포동 128-7,37.504206,127.015259
9호선,신논현,서울특별시 강남구 역삼동 800,37.504598,127.02506
9호선,언주,서울특별시 강남구 논현동 279-165,37.507287,127.033868
9호선,선정릉,서울특별시 강남구 삼성동 111-114,37.51098,127.043593
9호선,삼성중앙,서울특별시 강남구 삼성동 111-147,37.513011,127.053282
9호선,봉은사,서울특별시 강남구 삼성동 172,37.514219,127.060245
9호선,종합운동장,서울특별시 송파구 잠실동 123,37.510997,127.073642
9호선,삼전,서울특별시 송파구 잠실동 289,37.50438592,127.0880836
9호선,석촌고분,서울특별시 송파구 삼전동180-8,37.50245919,127.0969208
9호선,석촌,서울특별시 송파구 석촌동 209,37.505431,127.106979
9호선,송파나루,서울특별시 송파구 방이동 2,37.51088835,127.1126555
9호선,한성백제,서울특별시 송파구 방이동 88-21,37.51558147,127.1155224
9호선,올림픽공원(한국체대),서울특별시 송파구 방이동 88-26,37.516078,127.130848
9호선,둔촌오륜,서울특별시 강동구 둔촌동 227-7,37.51941117,127.138820852
9호선,중앙보훈병원,서울특별시 강동구 둔촌동 8-1,37.52841926,127.148551941
경춘선,청량리,서울특별시 동대문구 왕산로 214,37.58056548,127.0481884
경춘선,회기,서울특별시 동대문구 회기로 196 (휘경동 317-101),37.58958459,127.0578467
경춘선,중랑,서울특별시 중랑구 중랑역로3길 28 (중화2동 321-37),37.59493073,127.075937
경춘선,상봉,서울특별시 중랑구 망우로 297 (상봉1동 100-9),37.59672598,127.0857592
경춘선,망우,서울특별시 중랑구 망우로 55길 11-10 (상봉1동 72),37.59928546,127.0923442
경춘선,신내,서울특별시 중랑구 망우동 320-2,37.61269161,127.1032323
경춘선,갈매,경기도 구리시 갈매동 경춘북로 229 (갈매동 502-18),37.6339533,127.1147212
경춘선,별내,경기도 남양주시 별내동,37.64211268,127.1269706
경춘선,퇴계원,경기도 남양주시 퇴계원면 경춘북로 545 (퇴계원리 218-8),37.64822438,127.1439498
경춘선,사릉,경기도 남양주시 진건읍 진건우회로 72-8 (사능리 590-2),37.65147712,127.1769319
경춘선,금곡,경기도 남양주시 경춘로 903 (금곡동 404-276),37.63744761,127.2080441
경춘선,평내호평,경기도 남양주시 경춘로 1375 (평내동 156),37.65324819,127.2446456
경춘선,천마산,경기도 남양주시 화도읍 묵현리 295-3 ,37.65898957,127.2857693
경춘선,마석,경기도 남양주시 화도읍 마석중앙로 83-14 (마석우리 222-2),37.65234206,127.3117733
경춘선,대성리,경기도 가평군 청평면 경춘로 88 (대성리 393),37.68392644,127.3792176
경춘선,청평,경기도 가평군 청평면 청평역로 97-33 (청평리 125-1),37.73556113,127.4266177
경춘선,상천,경기도 가평군 청평면 상천역로 29 (상천리 1261),37.77033858,127.4542445
경춘선,가평,경기도 가평군 가평읍 문화로 13-42 (달전리 567),37.81423015,127.5110296
경춘선,굴봉산,강원도 춘천시 남산면 서백길 192 (백양리 588-30),37.83213495,127.5570675
경춘선,백양리,강원도 춘천시 남산면 북한강변길 690 (강촌리 680-7),37.83082142,127.5890904
경춘선,강촌,강원도 춘천시 남산면 강촌로 150 (방곡리 409),37.80598719,127.6341439
경춘선,김유정,강원도 춘천시 신동면 김유정로 1435 (증리 859-3),37.81807231,127.7145818
경춘선,남춘천,강원도 춘천시 영서로 2260 (퇴계동 633-2),37.864004,127.7238494
경춘선,춘천,강원도 춘천시 평화로 1 (근화동 190),37.88462136,127.717299
경춘선,광운대,서울특별시 노원구 석계로 98-2 (월계동 44번지),37.6236627,127.0614413
경춘선,상봉,서울특별시 중랑구 망우로 297 (상봉동 100-9번지),37.59712925,127.0856662
우이신설,신설동,서울특별시 동대문구 왕산로 지하 1 (신설동),37.57651631,127.0231929
우이신설,보문,서울특별시 성북구 보문로 지하 116 (보문동1가 127-1번지),37.58544129,127.0196803
우이신설,성신여대입구,서울특별시 성북구 동소문로 지하 102 (동선동4가 1번지),37.59235689,127.01654
우이신설,정릉,서울특별시 성북구 아리랑로 지하 122 (정릉동 139-80번지),37.6026556,127.0135356
우이신설,북한산보국문,서울특별시 성북구 보국문로 지하 88 (정릉동 286-19번지),37.61217505,127.0082594
우이신설,솔샘,서울특별시 강북구 솔샘로 지하 189 (미아동 1353-20번지),37.62026544,127.0135105
우이신설,삼양사거리,서울특별시 강북구 솔샘로 지하 189 (미아동 1353-20번지),37.62133661,127.0204939
우이신설,삼양,서울특별시 강북구 삼양로 260 (미아동 791-703번지),37.62692311,127.0181392
우이신설,화계,서울특별시 강북구 삼양로 341 (수유동 472-677번지),37.63412659,127.0175009
우이신설,가오리,서울특별시 강북구 삼양로 426 (수유동 338-46번지),37.64155983,127.0167661
우이신설,4.19 민주묘지,서울특별시 강북구 삼양로 519 (우이동 72-186번지),37.64956546,127.0136857
우이신설,솔밭공원,서울특별시 강북구 삼양로 595 (우이동 57-28번지),37.65589942,127.0132506
우이신설,북한산우이,서울특별시 강북구 삼양로 지하 676 (우이동 16-20번지),37.663237,127.012472
